employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,phoneNum
Maxine Priscilla Stewart,MPS0594,Maxine.Priscilla.Stewart@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13097144615
Kevin Laith Fry,KLF0685,Kevin.Laith.Fry@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13012274814
Carly Nichole Dillon,CND0936,Carly.Nichole.Dillon@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13096170034
Tyler Damian Boyd,TDB0568,Tyler.Damian.Boyd@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13082119194
Gloria Naida Young,GNY0144,Gloria.Naida.Young@dtaa.com,Accountant,1,Finance,Accounting,,Myra Casey Lambert,13046788601
Zeph Christopher Battle,ZCB0358,Zeph.Christopher.Battle@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13009305846
Zelenia Lydia Boyer,ZLB0620,Zelenia.Lydia.Boyer@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13044838839
Jakeem Leonard Clark,JLC0833,Jakeem.Leonard.Clark@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13026958852
Lillith Chanda Delgado,LCD0715,Lillith.Chanda.Delgado@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13074483365
Dominic Zeph Johns,DZJ0261,Dominic.Zeph.Johns@dtaa.com,HardwareEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13021771893
Porter Hop Livingston,PHL0633,Porter.Hop.Livingston@dtaa.com,FieldServiceEngineer,1,SalesAndMarketing,FieldService,RegionalFieldService,Glenna Leah Holman,13041487325
Morgan Gretchen Nunez,MGN0301,Morgan.Gretchen.Nunez@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13028825323
Molly Eliana Suarez,MES0501,Molly.Eliana.Suarez@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13081354097
Jescie Oprah Lara,JOL0996,Jescie.Oprah.Lara@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Purchasing,,Jayme Adrienne Jarvis,13086703747
Orli Veda Weber,OVW0244,Orli.Veda.Weber@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13018496761
Constance Fiona Bryan,CFB0216,Constance.Fiona.Bryan@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13020646904
Ferris Samuel Weiss,FSW0230,Ferris.Samuel.Weiss@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13064283703
Ivan Allistair Bender,IAB0194,Ivan.Allistair.Bender@dtaa.com,AdministrativeAssistant,1,PurchasingAndContracts,Contracts,,Maia Paloma Long,13097097016
Raja Holmes Tyler,RHT0831,Raja.Holmes.Tyler@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13084872251
Sybill Mercedes Golden,SMG0494,Sybill.Mercedes.Golden@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13064656740
Davis James Whitney,DJW0698,Davis.James.Whitney@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13049808618
Melvin Alec Delgado,MAD0103,Melvin.Alec.Delgado@dtaa.com,Technician,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13051096677
Julie Michelle Weeks,JMW0835,Julie.Michelle.Weeks@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13010602581
Sawyer Patrick Horne,SPH0325,Sawyer.Patrick.Horne@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13036240846
Ella Rhonda Logan,ERL0366,Ella.Rhonda.Logan@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13006855650
Akeem Xanthus Bryant,AXB0237,Akeem.Xanthus.Bryant@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Benjamin Gannon Rodriquez,13015797766
Jelani Malachi Wagner,JMW0648,Jelani.Malachi.Wagner@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13075280829
Callie Emerald Jordan,CEJ0646,Callie.Emerald.Jordan@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13005559319
Baker Vladimir Wells,BVW0318,Baker.Vladimir.Wells@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13094739018
Tanisha Molly Washington,TMW0915,Tanisha.Molly.Washington@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13092461582
Blythe Shelley Banks,BSB0995,Blythe.Shelley.Banks@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Purchasing,,Jayme Adrienne Jarvis,13088291438
Quyn Tara Patterson,QTP0493,Quyn.Tara.Patterson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13014984621
Suki Mallory Baker,SMB0655,Suki.Mallory.Baker@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13046536140
Merritt Abbot Salinas,MAS0500,Merritt.Abbot.Salinas@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13060605736
Yen Echo Velez,YEV0902,Yen.Echo.Velez@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13059394650
Kenyon Arthur Kent,KAK0992,Kenyon.Arthur.Kent@dtaa.com,Mathematician,1,SalesAndMarketing,MarketAnalysis,,Josephine Sylvia Parsons,13017126072
Azalia MacKensie Schultz,AMS0762,Azalia.MacKensie.Schultz@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13013337848
Tatyana Kendall Gamble,TKG0225,Tatyana.Kendall.Gamble@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13047137873
Tamekah Jena Raymond,TJR0895,Tamekah.Jena.Raymond@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13039167746
Cedric Cyrus Harrison,CCH0959,Cedric.Cyrus.Harrison@dtaa.com,IndustrialEngineer,1,Manufacturing,IndustrialEngineering,,Desiree Claudia Booth,13049564754
Kitra Jenette Chambers,KJC0931,Kitra.Jenette.Chambers@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13054323538
Declan Oren Torres,DOT0095,Declan.Oren.Torres@dtaa.com,HardwareEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13019087053
Rina Bianca Velasquez,RBV0804,Rina.Bianca.Velasquez@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13071190008
Amethyst Suki Norris,ASN0508,Amethyst.Suki.Norris@dtaa.com,FieldServiceEngineer,1,SalesAndMarketing,FieldService,RegionalFieldService,Glenna Leah Holman,13034967800
Cassidy Kay Ward,CKW0746,Cassidy.Kay.Ward@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13076436672
Justin Declan Gross,JDG0149,Justin.Declan.Gross@dtaa.com,Statistician,1,Finance,FinancialPlanning,,Palmer Nathaniel Church,13028676223
Aladdin Brody Mclean,ABM0089,Aladdin.Brody.Mclean@dtaa.com,ComputerScientist,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13039834083
Hedwig Casey Farmer,HCF0334,Hedwig.Casey.Farmer@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13066167988
Ignatius Randall Webster,IRW0197,Ignatius.Randall.Webster@dtaa.com,Engineer,1,PurchasingAndContracts,Contracts,,Maia Paloma Long,13088346107
Jena Vanna White,JVW0042,Jena.Vanna.White@dtaa.com,Director,1,ResearchAndEngineering,Research,,Clementine April Juarez,13066167361
Cole Basil Nunez,CBN0398,Cole.Basil.Nunez@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13045807035
Dillon Troy Prince,DTP0863,Dillon.Troy.Prince@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13060516580
Amir August Roy,AAR0716,Amir.August.Roy@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13019514972
Moses Todd Perez,MTP0573,Moses.Todd.Perez@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13099608371
Quincy Reece Merrill,QRM0914,Quincy.Reece.Merrill@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13024678047
Malachi Jakeem Rush,MJR0485,Malachi.Jakeem.Rush@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13012492431
Mufutau Elmo Lara,MEL0063,Mufutau.Elmo.Lara@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13036351426
Daquan Wesley Mcknight,DWM0143,Daquan.Wesley.Mcknight@dtaa.com,Accountant,1,Finance,Accounting,,Myra Casey Lambert,13063372579
Lamar Hakeem Conner,LHC0329,Lamar.Hakeem.Conner@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13065931932
Sacha Rhiannon Mayo,SRM0851,Sacha.Rhiannon.Mayo@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13024330047
Clementine Cherokee Hicks,CCH0252,Clementine.Cherokee.Hicks@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13034720479
Ryder Hector Henson,RHH0968,Ryder.Hector.Henson@dtaa.com,MechanicalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13026569835
Thaddeus Quamar Hampton,TQH0728,Thaddeus.Quamar.Hampton@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13001345810
Karyn Deborah Hunter,KDH0290,Karyn.Deborah.Hunter@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13095556774
Nolan Elmo Cherry,NEC0824,Nolan.Elmo.Cherry@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13079829586
Garrison Burke Richards,GBR0977,Garrison.Burke.Richards@dtaa.com,MechanicalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13005206568
Benjamin Griffin Mclaughlin,BGM0010,Benjamin.Griffin.Mclaughlin@dtaa.com,Director,1,Adminstration,Personnel,,Janna Aretha Woodward,13011220297
Perry Griffin Key,PGK0085,Perry.Griffin.Key@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13097514219
Francesca Kylie Russo,FKR0134,Francesca.Kylie.Russo@dtaa.com,AdministrativeAssistant,1,Manufacturing,QualityControl,,Suki Ginger Estes,13029211750
Carl Branden Moses,CBM0387,Carl.Branden.Moses@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13010335026
Jolene Martha Blake,JMB0069,Jolene.Martha.Blake@dtaa.com,ChiefEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Flynn Timothy Tanner,13032403504
Ayanna Yolanda Nielsen,AYN0502,Ayanna.Yolanda.Nielsen@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13037098493
Emi Blossom Richard,EBR0763,Emi.Blossom.Richard@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13057617859
Gabriel Camden Joseph,GCJ0630,Gabriel.Camden.Joseph@dtaa.com,Manager,1,ResearchAndEngineering,SoftwareManagement,Software,Vaughan Emery Paul,13008169333
Solomon Ryan Mckinney,SRM0773,Solomon.Ryan.Mckinney@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13000835240
Timon Dane Floyd,TDF0088,Timon.Dane.Floyd@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13006961117
Samuel Paul Burns,SPB0713,Samuel.Paul.Burns@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13086868525
Halee Autumn Craft,HAC0651,Halee.Autumn.Craft@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13069611358
Hilda Freya Jacobson,HFJ0238,Hilda.Freya.Jacobson@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Benjamin Gannon Rodriquez,13091893211
Elton Noah Durham,END0680,Elton.Noah.Durham@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13023393636
Perry Brandon Spence,PBS0418,Perry.Brandon.Spence@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13023475927
Raphael Keith Stephens,RKS0170,Raphael.Keith.Stephens@dtaa.com,AdministrativeAssistant,1,SalesAndMarketing,FieldService,,Glenna Leah Holman,13045694281
Lee Griffin Rasmussen,LGR0884,Lee.Griffin.Rasmussen@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13091045875
Palmer Josiah Young,PJY0906,Palmer.Josiah.Young@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13077379838
Tanya Wanda Wise,TWW0515,Tanya.Wanda.Wise@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13037519934
Ivan Beck Spencer,IBS0766,Ivan.Beck.Spencer@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13051719190
Theodore Uriah Edwards,TUE0435,Theodore.Uriah.Edwards@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13056604293
Elmo Drake Mcfadden,EDM0346,Elmo.Drake.Mcfadden@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13071564672
Akeem Paki Chapman,APC0027,Akeem.Paki.Chapman@dtaa.com,HealthSafetyEngineer,1,Adminstration,Safety,,Anika Judith Valentine,13036210348
Bo Quemby Durham,BQD0092,Bo.Quemby.Durham@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13035218333
Eden Bernard Strickland,EBS0706,Eden.Bernard.Strickland@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13084481069
Reece Emmanuel Adams,REA0782,Reece.Emmanuel.Adams@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13058422354
Christen Portia Solis,CPS0014,Christen.Portia.Solis@dtaa.com,Director,1,Adminstration,Medical,,Janna Aretha Woodward,13074586603
Helen Angela Shepard,HAS0258,Helen.Angela.Shepard@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13036212461
Caesar Tiger Wells,CTW0743,Caesar.Tiger.Wells@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13074922144
Alika Yoko Duke,AYD0147,Alika.Yoko.Duke@dtaa.com,Accountant,1,Finance,Payroll,,Fay Tatum Pierce,13006490351
John Xavier Duffy,JXD0869,John.Xavier.Duffy@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13056274618
Chiquita Fallon Burris,CFB0167,Chiquita.Fallon.Burris@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13046068420
Hedy Yvette Cook,HYC0955,Hedy.Yvette.Cook@dtaa.com,HealthSafetyEngineer,1,Adminstration,Safety,,Anika Judith Valentine,13049326398
April Quon Hood,AQH0426,April.Quon.Hood@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13021315008
Demetria Ignacia Aguilar,DIA0854,Demetria.Ignacia.Aguilar@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13094030398
Benjamin Nash Boone,BNB0026,Benjamin.Nash.Boone@dtaa.com,HealthSafetyEngineer,1,Adminstration,Safety,,Anika Judith Valentine,13046091326
Vaughan Lucian Buck,VLB0057,Vaughan.Lucian.Buck@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,,Vaughan Emery Paul,13006698956
Jesse Ciaran Whitley,JCW0740,Jesse.Ciaran.Whitley@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13005641290
Allen Conan Winters,ACW0801,Allen.Conan.Winters@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13054951040
Cynthia Inez Lowe,CIL0124,Cynthia.Inez.Lowe@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13027759160
Bree Isabelle Sweet,BIS0988,Bree.Isabelle.Sweet@dtaa.com,FinancialAnalyst,1,Finance,FinancialPlanning,,Palmer Nathaniel Church,13028834754
Reuben Hu Preston,RHP0132,Reuben.Hu.Preston@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13081722584
Ray Norman Morton,RNM0875,Ray.Norman.Morton@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13030152118
Sage Chantale Hunter,SCH0532,Sage.Chantale.Hunter@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13081554440
Kaitlin Amity Armstrong,KAA0526,Kaitlin.Amity.Armstrong@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13085280662
Amelia Ria Richmond,ARR0934,Amelia.Ria.Richmond@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13074659131
Melissa Ruby Knight,MRK0072,Melissa.Ruby.Knight@dtaa.com,ChiefEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Flynn Timothy Tanner,13038660730
Castor Rafael Gregory,CRG0736,Castor.Rafael.Gregory@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13086621232
Christen Tashya Rodgers,CTR0215,Christen.Tashya.Rodgers@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13034402957
Courtney Alexis Cummings,CAC0558,Courtney.Alexis.Cummings@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13090283120
Allen Chandler Stephenson,ACS0457,Allen.Chandler.Stephenson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13058347703
India Aurelia Kirkland,IAK0372,India.Aurelia.Kirkland@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13003181765
William Abel Wiley,WAW0624,William.Abel.Wiley@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13095089367
Kirsten Faith Drake,KFD0578,Kirsten.Faith.Drake@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13035825979
Chadwick Valentine Roy,CVR0454,Chadwick.Valentine.Roy@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13045324456
Chastity Tamara Fowler,CTF0023,Chastity.Tamara.Fowler@dtaa.com,HumanResourceSpecialist,1,Adminstration,EmployeeRelations,,Ryder Ivan Bowers,13090634560
Neil Leonard Rosales,NLR0174,Neil.Leonard.Rosales@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13037308461
Alisa Shaine Adkins,ASA0282,Alisa.Shaine.Adkins@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13031800583
Ivy Hiroko Sears,IHS0045,Ivy.Hiroko.Sears@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,Research,,Jena Vanna White,13042590200
Gisela Jeanette Watkins,GJW0111,Gisela.Jeanette.Watkins@dtaa.com,Manager,1,Manufacturing,Assembly,,Azalia Inez Benton,13039336584
Dakota Clare Williamson,DCW0087,Dakota.Clare.Williamson@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13006186768
Hadassah Alma Prince,HAP0201,Hadassah.Alma.Prince@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13018988296
Nerea Joy Richardson,NJR0453,Nerea.Joy.Richardson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13074726601
Rhona Aretha Sykes,RAS0839,Rhona.Aretha.Sykes@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13003010931
Ebony Sandra Bush,ESB0859,Ebony.Sandra.Bush@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13034490915
Brandon Griffin Pace,BGP0577,Brandon.Griffin.Pace@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13041523545
Moses Paul Bowers,MPB0376,Moses.Paul.Bowers@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13070196541
Sean Declan Hull,SDH0288,Sean.Declan.Hull@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13062739869
Lucius Plato Russell,LPR0647,Lucius.Plato.Russell@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13082004220
Jermaine Clarke Barnett,JCB0710,Jermaine.Clarke.Barnett@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13001607491
Craig Duncan Moreno,CDM0220,Craig.Duncan.Moreno@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13030174018
Sybill Savannah Ellis,SSE0978,Sybill.Savannah.Ellis@dtaa.com,Statistician,1,Manufacturing,QualityControl,,Suki Ginger Estes,13055920729
Branden Logan Whitehead,BLW0787,Branden.Logan.Whitehead@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13073830440
Fiona Brianna Reid,FBR0659,Fiona.Brianna.Reid@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13031725071
Micah Lyle Sloan,MLS0438,Micah.Lyle.Sloan@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13085705589
Hakeem Cullen Ellis,HCE0726,Hakeem.Cullen.Ellis@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13037139311
Dakota Jorden Velasquez,DJV0692,Dakota.Jorden.Velasquez@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13089512841
Joy Yolanda Beck,JYB0548,Joy.Yolanda.Beck@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13073631853
Signe Tashya Reed,STR0421,Signe.Tashya.Reed@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13023223604
Dana Inga Leach,DIL0607,Dana.Inga.Leach@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13074557765
Georgia Hope Shaffer,GHS0949,Georgia.Hope.Shaffer@dtaa.com,TechnicalTrainer,1,Adminstration,Training,,Sharon Montana Barnett,13046158504
Plato Yasir Mcgowan,PYM0419,Plato.Yasir.Mcgowan@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13096496228
Jack Dexter Hester,JDH0545,Jack.Dexter.Hester@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13034376690
Moana Cara Riggs,MCR0735,Moana.Cara.Riggs@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13030607664
Elvis Hamilton Sandoval,EHS0481,Elvis.Hamilton.Sandoval@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13051552426
Yeo Fredericka Thornton,YFT0298,Yeo.Fredericka.Thornton@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13097958885
Camilla Mona Rasmussen,CMR0739,Camilla.Mona.Rasmussen@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13037988045
Karleigh Candace Lowe,KCL0761,Karleigh.Candace.Lowe@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13054138820
Jackson Victor Mays,JVM0660,Jackson.Victor.Mays@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13059321654
Denton Thor Espinoza,DTE0302,Denton.Thor.Espinoza@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13023628589
Kelly Hashim Carr,KHC0465,Kelly.Hashim.Carr@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13060217345
Philip Isaiah Best,PIB0855,Philip.Isaiah.Best@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13034796531
Germane Vielka Rivas,GVR0785,Germane.Vielka.Rivas@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13085988721
Cora Breanna Lawson,CBL0969,Cora.Breanna.Lawson@dtaa.com,ElectricalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13066042147
Wylie Keane Conway,WKC0202,Wylie.Keane.Conway@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13027096881
Hope Remedios Andrews,HRA0239,Hope.Remedios.Andrews@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Benjamin Gannon Rodriquez,13060888490
